wkt_geom,No,ST_NAME,ST_CODE,Control_og,BS_CODE,Gage_type,River_syst,A(km2),section_le,Slope,Out_len(km,thres_len(,Zero(EL.m),Zero_st(EL,Ebb_effect,Max_el(m),Time_Sirie,Daily_Siri,Longitude,Latitude,Latitude_d,Longitude_,X,Y
POINT(163066.03551958204479888 270251.44568994984729216),541,Hakgyo,5005680,MOLIT,500502,T/M,Yeongsangang,179.25,,,6.84,0,0.23,8.35,N,8,1991Y 07M?~ 2013Y 09M,1991Y 06M?~ 2013Y 09M,126.5952778,35.02777778,126-35-43,35-01-40,163066.036,270251.446
POINT(158682.60397510128677823 265123.69775564782321453),542,Sapo,5006610,MOLIT,500604,T/M,Yeongsangang,2547.82,292,1110,37.75,106.9,-3.238,6.823,Y,12,1923Y 06M?~ 2013Y 09M,1982Y 01M?~ 2013Y 09M,126.5475,34.98138889,126-32-51,34-58-53,158682.604,265123.698
POINT(157127.87119206407805905 268921.46660986222559586),544,Hampyeong,5006630,MOLIT,500602,T/M,Yeongsangang,129.61,,,5.25,0,-0.902,7.248,N,8,1991Y 07M?~ 2013Y 09M,1991Y 06M?~ 2013Y 09M,126.5302778,35.01555556,126-31-49,35-00-56,157127.871,268921.467
POINT(156484.29004896615515463 256227.6308209722628817),545,Myeongsan,5006670,MOLIT,500604,T/M,Yeongsangang,2722.2,,,23.86,0,-2.928,2.617,Y,4,1991Y 07M?~ 2013Y 09M,1983Y 01M?~ 2013Y 09M,126.5238889,34.90111111,126-31-26,34-54-04,156484.29,256227.631
POINT(149786.20470661798026413 243164.51604611298535019),547,Hagueon(nae),5008690,MOLIT,500801,T/M,Yeongsangang,3429,,,0,0,0,0,Y,5,1991Y 07M?~ 2013Y 09M,1991Y 06M?~ 2013Y 09M,126.4513889,34.78305556,126-27-05,34-46-59,149786.205,243164.516
POINT(149609.40727805002825335 243381.20309734420152381),548,Hagueon(oe),5008695,MOLIT,500801,T/M,Yeongsangang,0,,,0,0,0,0,Y,5,1991Y 07M?~ 2012Y 05M,1991Y 06M?~ 2012Y 05M,126.4494444,34.785,126-26-58,34-47-06,149609.407,243381.203
POINT(189986.75254342006519437 246730.72918759961612523),549,Bongdeok,5101620,Kwater,510101,T/M,Tamjingang,46.6,,,46.64,0,104.264,111.235,N,4,2000Y 12M?~ 2013Y 09M,2000Y 06M?~ 2013Y 09M,126.8905556,34.81638889,126-53-26,34-48-59,189986.753,246730.729
POINT(191553.47307519247988239 236960.5735534051200375),551,Yuyang,5101650,MOLIT,510102,T/M,Tamjingang,199,,,22.68,0,30.875,35.607,N,6,2000Y 05M?~ 2013Y 09M,2000Y 05M?~ 2013Y 09M,126.9077778,34.72833333,126-54-28,34-43-42,191553.473,236960.574
POINT(191267.66301399262738414 230674.51019671035464853),552,Yeonsan,5101670,MOLIT,510102,T/M,Tamjingang,203.7,148,1230,27,35.5,15.832,20.492,N,5,1976Y 06M?~ 2013Y 09M,1973Y 01M?~ 2013Y 09M,126.9047222,34.67166667,126-54-17,34-40-18,191267.663,230674.51
POINT(189789.52531732397619635 229289.34344443847658113),553,Sunji,5101675,MOLIT,510103,T/M,Tamjingang,156,,,0.9,0,10.714,17.032,N,6,2000Y 05M?~ 2013Y 09M,2000Y 06M?~ 2013Y 09M,126.8886111,34.65916667,126-53-19,34-39-33,189789.525,229289.343
POINT(188133.11921178037300706 228243.60754459735471755),554,Pungdong,5101680,Kwater,510104,T/M,Tamjingang,462.8,,,8.5,0,6.594,15.374,N,4.5,2000Y 12M?~ 2013Y 09M,2000Y 06M?~ 2013Y 09M,126.8705556,34.64972222,126-52-14,34-38-59,188133.119,228243.608
POINT(183342.27621184624149464 226402.09464515012223274),555,Gundong,5101690,MOLIT,510104,T/M,Tamjingang,477,,,5,0,1.25,8.506,Y,6,2000Y 05M?~ 2013Y 09M,2000Y 06M?~ 2013Y 09M,126.8183333,34.63305556,126-49-06,34-37-59,183342.276,226402.095
